"","lat","lon","clima_approach","clima","approach","tleaf_cwm","twood_cwm","troot_cwm","aleaf_cwm","awood_cwm","aroot_cwm"
"98",9.75,-76.25,"nclim_pls","nclim","pls",3.59375894069672,23.0433834075928,4.11596662998199,0.287992602586746,0.268005895614624,0.444001400470734
"99",-2.25,-75.75,"nclim_pls","nclim","pls",2.29304401874542,25.7761810302734,2.39387063980103,0.318157497048378,0.360406395792961,0.321435898542404
"100",-1.75,-75.75,"nclim_pls","nclim","pls",2.17367539405823,26.2591316223145,2.04787331819534,0.328120499849319,0.362310802936554,0.309569102525711
"101",-1.25,-75.75,"nclim_pls","nclim","pls",2.15884704589844,26.3660890579224,2.03162540197372,0.332596600055695,0.358984899520874,0.308418801426887
"102",-0.75,-75.75,"nclim_pls","nclim","pls",2.16302030086517,26.4004898071289,2.03219071626663,0.333628898859024,0.35816770195961,0.308203700184822
"103",-0.25,-75.75,"nclim_pls","nclim","pls",2.17101256847382,26.4078611373901,2.04139991998672,0.333527600765228,0.358023399114609,0.308448696136475
"104",0.25,-75.75,"nclim_pls","nclim","pls",2.18049001693726,26.4172193527222,2.04396071434021,0.33418730199337,0.357665899395943,0.308147001266479
"105",0.75,-75.75,"nclim_pls","nclim","pls",2.18502428531647,26.4256980895996,2.04205238819122,0.334489700198174,0.3574736982584,0.308036902546883
"106",1.25,-75.75,"nclim_pls","nclim","pls",2.18588743209839,26.4240730285645,2.03919861316681,0.335077497363091,0.357039698958397,0.307882797718048
"107",1.75,-75.75,"nclim_pls","nclim","pls",2.1797425031662,26.4478797912598,2.03052620887756,0.335071796178818,0.357191702723503,0.307736402750015
"108",2.25,-75.75,"nclim_pls","nclim","pls",2.17732653617859,26.4416166305542,2.02795342206955,0.33522569835186,0.357243001461029,0.307531306147575
"109",2.75,-75.75,"nclim_pls","nclim","pls",2.17672729492188,26.4503126144409,2.02788571119308,0.334652498364449,0.357685104012489,0.30766270160675
"110",3.25,-75.75,"nclim_pls","nclim","pls",2.18025748729706,26.4352705001831,2.04472427368164,0.333588603138924,0.357919499278069,0.308491694927216
"111",3.75,-75.75,"nclim_pls","nclim","pls",2.18423843383789,26.4627025604248,2.05573529005051,0.333212494850159,0.357859197258949,0.308928203582764
"112",4.25,-75.75,"nclim_pls","nclim","pls",2.18261616230011,26.4597499847412,2.06095700263977,0.333322101831436,0.357539001107216,0.309138703346252
"113",4.75,-75.75,"nclim_pls","nclim","pls",2.17514929771423,26.4149744033813,2.09388749599457,0.332877099514008,0.356245198845863,0.310878002643585
"114",5.25,-75.75,"nclim_pls","nclim","pls",2.16743876934052,26.2741701126099,2.12535688877106,0.330463600158691,0.356593000888824,0.312943303585053
"115",5.75,-75.75,"nclim_pls","nclim","pls",2.15992066860199,26.2482288360596,2.15550131797791,0.331652700901031,0.354070404171944,0.314276602864265
"116",6.25,-75.75,"nclim_pls","nclim","pls",2.15458722114563,26.2166439056396,2.17591540813446,0.329958805441856,0.354407697916031,0.315633395314217
"117",6.75,-75.75,"nclim_pls","nclim","pls",2.16174070835114,26.1430145263672,2.2329648733139,0.321885302662849,0.359029597043991,0.319085097312927
"118",7.25,-75.75,"nclim_pls","nclim","pls",4.57456388473511,19.0423272132874,5.24426922798157,0.261859099566936,0.208773797750473,0.529367104172707
"119",7.75,-75.75,"nclim_pls","nclim","pls",2.18087680339813,26.0195907592773,2.26297972202301,0.318194901943207,0.360677397251129,0.321127697825432
"120",8.25,-75.75,"nclim_pls","nclim","pls",2.12460341453552,26.2914472579956,2.06638320684433,0.330890497565269,0.358308598399162,0.310800704360008
"121",8.75,-75.75,"nclim_pls","nclim","pls",2.12578353881836,26.2763540267944,2.04791551828384,0.330273005366325,0.359924301505089,0.309802702069283
"122",9.25,-75.75,"nclim_pls","nclim","pls",2.13361120223999,26.264178276062,2.05021411180496,0.328162702918053,0.361678197979927,0.3101586997509
"123",9.75,-75.75,"nclim_pls","nclim","pls",2.19797513484955,26.0448392868042,2.13785367012024,0.32452979683876,0.360707399249077,0.314762899279594
"124",10.25,-75.75,"nclim_pls","nclim","pls",2.3713595867157,25.6883642196655,2.35336706638336,0.33542640209198,0.340496698021889,0.324077001214027
"125",10.75,-75.75,"nclim_pls","nclim","pls",2.89135730266571,24.5404699325562,2.83735845088959,0.333449697494507,0.320762699842453,0.34578709602356
"126",-2.75,-75.25,"nclim_pls","nclim","pls",2.42238669395447,25.2959138870239,2.66238989830017,0.308749702572823,0.350616905093193,0.340633499622345
"127",-2.25,-75.25,"nclim_pls","nclim","pls",2.19098677635193,26.2462314605713,2.06468468904495,0.328171694278717,0.361679401993752,0.310148799419403
"128",-1.75,-75.25,"nclim_pls","nclim","pls",2.16375329494476,26.3868539810181,2.03535693883896,0.331502401828766,0.360054498910904,0.30844289958477
"129",-1.25,-75.25,"nclim_pls","nclim","pls",2.17319917678833,26.4258457183838,2.03583950996399,0.332876098155975,0.358895900845528,0.308228200674057
"130",-0.75,-75.25,"nclim_pls","nclim","pls",2.17864458560944,26.4372505187988,2.03390488624573,0.333398300409317,0.358594200015068,0.308008202910423
"131",-0.25,-75.25,"nclim_pls","nclim","pls",2.18325390815735,26.4392246246338,2.04152051210403,0.333635500073433,0.35830300450325,0.308061498403549
"132",0.25,-75.25,"nclim_pls","nclim","pls",2.19047358036041,26.4463968276978,2.04522788524628,0.334648695588112,0.357268396019936,0.308083200454712
"133",0.75,-75.25,"nclim_pls","nclim","pls",2.19445884227753,26.4545413970947,2.0414137840271,0.335986596345902,0.356086802482605,0.307926297187805
"134",1.25,-75.25,"nclim_pls","nclim","pls",2.19108312129974,26.4576620101929,2.03345971107483,0.335738798975944,0.356749397516251,0.307511600852013
"135",1.75,-75.25,"nclim_pls","nclim","pls",2.18330299854279,26.4456588745117,2.03110078573227,0.33540940284729,0.35696749985218,0.307622897624969
"136",2.25,-75.25,"nclim_pls","nclim","pls",2.1791216135025,26.4379354476929,2.02920088768005,0.335343301296234,0.357078802585602,0.307577902078629
"137",2.75,-75.25,"nclim_pls","nclim","pls",2.1783392906189,26.4325122833252,2.03139199018478,0.334831604361534,0.357416698336601,0.307751506567001
"138",3.25,-75.25,"nclim_pls","nclim","pls",2.17530481815338,26.4127523422241,2.02436442375183,0.332443502545357,0.359964001178741,0.30759280025959
"139",3.75,-75.25,"nclim_pls","nclim","pls",2.17239468097687,26.4503644943237,2.02248562574387,0.334643396735191,0.357912397384644,0.307444199919701
"140",4.25,-75.25,"nclim_pls","nclim","pls",2.17601618766785,26.4222309112549,2.03452419042587,0.335323503613472,0.356794294714928,0.307881996035576
"141",4.75,-75.25,"nclim_pls","nclim","pls",2.17552261352539,26.4021108627319,2.07635296583176,0.334346997737885,0.355746299028397,0.309906798601151
"142",5.25,-75.25,"nclim_pls","nclim","pls",2.17110047340393,26.2829179763794,2.11538248062134,0.331174007058144,0.356480804085732,0.312345099449158
"143",5.75,-75.25,"nclim_pls","nclim","pls",2.16113729476929,26.3035144805908,2.11522369384766,0.333516001701355,0.354173696041107,0.312310701608658
"144",6.25,-75.25,"nclim_pls","nclim","pls",2.15499887466431,26.2737735748291,2.12726743221283,0.332717502117157,0.354100805521011,0.313181501626968
"145",6.75,-75.25,"nclim_pls","nclim","pls",2.17274580001831,26.1721311569214,2.21164700984955,0.32721309363842,0.355364701151848,0.317421996593475
"146",7.25,-75.25,"nclim_pls","nclim","pls",2.41195919513702,24.7435785293579,2.57563109397888,0.310393097996712,0.351774898171425,0.337831902503967
"147",7.75,-75.25,"nclim_pls","nclim","pls",2.38063058853149,24.8675577163696,2.54388558864594,0.309534204006195,0.354903098940849,0.335562697052956
"148",8.25,-75.25,"nclim_pls","nclim","pls",2.13672199249268,26.2853012084961,2.10447400808334,0.330063501000404,0.35730120241642,0.312635305523872
"149",8.75,-75.25,"nclim_pls","nclim","pls",2.1307254076004,26.2762289047241,2.04745538234711,0.332254999876022,0.358198997378349,0.309545397758484
"150",9.25,-75.25,"nclim_pls","nclim","pls",2.13582317829132,26.2845602035522,2.04900531768799,0.328757199645042,0.361334502696991,0.309908202290535
"151",9.75,-75.25,"nclim_pls","nclim","pls",2.15075998306274,26.2583877563477,2.10163758993149,0.324234399199486,0.362861108779907,0.312904304265976
"152",10.25,-75.25,"nclim_pls","nclim","pls",2.15701079368591,26.209091758728,2.11709222793579,0.322645395994186,0.363649898767471,0.313704898953438
"153",10.75,-75.25,"nclim_pls","nclim","pls",2.22705917358398,25.8438007354736,2.23237931728363,0.316909703612328,0.363090595602989,0.319999900460243
"154",11.25,-75.25,"nclim_pls","nclim","pls",2.24009666442871,25.953849029541,2.20438091754913,0.328224301338196,0.354113399982452,0.31766240298748
"155",11.75,-75.25,"nclim_pls","nclim","pls",4.65840139389038,19.4438462257385,5.06309413909912,0.269233499467373,0.202098701894283,0.528667703270912
"156",-3.25,-74.75,"nclim_pls","nclim","pls",2.49569716453552,24.8586053848267,2.8171826839447,0.306089097261429,0.343391600251198,0.350519496202469
"157",-2.75,-74.75,"nclim_pls","nclim","pls",2.20668501853943,26.0761653900146,2.16240034103394,0.325014498829842,0.360368499159813,0.314617198705673
"158",-2.25,-74.75,"nclim_pls","nclim","pls",2.17354772090912,26.3936931610107,2.0749250292778,0.328894701600075,0.360626104474068,0.310479500889778
"159",-1.75,-74.75,"nclim_pls","nclim","pls",2.18051958084106,26.4119943618774,2.04907120466232,0.332033702731133,0.359236401319504,0.308729803562164
"160",-1.25,-74.75,"nclim_pls","nclim","pls",2.1858482837677,26.4414972305298,2.03683640956879,0.332802495360374,0.35928650200367,0.307910999655724
"161",-0.75,-74.75,"nclim_pls","nclim","pls",2.18925108909607,26.4543607711792,2.03411444425583,0.333393403887749,0.358945199847221,0.307661700248718
"162",-0.25,-74.75,"nclim_pls","nclim","pls",2.19337227344513,26.4731962203979,2.03760060071945,0.333401802182198,0.358818402886391,0.307780101895332
"163",0.25,-74.75,"nclim_pls","nclim","pls",2.19832744598389,26.4840839385986,2.03786288499832,0.335467103123665,0.356850898265839,0.307682001590729
"164",0.75,-74.75,"nclim_pls","nclim","pls",2.19554469585419,26.4544439315796,2.02951459884644,0.336500903964043,0.356338700652122,0.307160702347755
"165",1.25,-74.75,"nclim_pls","nclim","pls",2.19330811500549,26.4464511871338,2.02454211711884,0.33653210401535,0.356404402852058,0.307063499093056
"166",1.75,-74.75,"nclim_pls","nclim","pls",2.18576304912567,26.4556587219238,2.01932619810104,0.33653259575367,0.356504794955254,0.30696260035038
"167",2.25,-74.75,"nclim_pls","nclim","pls",2.17949311733246,26.4431690216064,2.01812361478806,0.336003997921944,0.357066097855568,0.306930300593376
"168",2.75,-74.75,"nclim_pls","nclim","pls",2.17518584728241,26.4290561676025,2.02266291379929,0.335309106111526,0.357348698377609,0.307342404127121
"169",3.25,-74.75,"nclim_pls","nclim","pls",2.17035942077637,26.4244575500488,2.02406936883926,0.335197296738625,0.357344996929169,0.307457900047302
"170",3.75,-74.75,"nclim_pls","nclim","pls",2.17104332447052,26.4310989379883,2.02362360954285,0.335234200954437,0.357355904579163,0.307409504055977
"171",4.25,-74.75,"nclim_pls","nclim","pls",2.16922287940979,26.4188415527344,2.03036929368973,0.335763904452324,0.356545600295067,0.307690000534058
"172",4.75,-74.75,"nclim_pls","nclim","pls",2.16818702220917,26.3759159088135,2.04719787836075,0.3361074000597,0.355351004004478,0.30854170024395
"173",5.25,-74.75,"nclim_pls","nclim","pls",2.17037351131439,26.3672082901001,2.06971509456635,0.335624101758003,0.354651501774788,0.309724098443985
"174",5.75,-74.75,"nclim_pls","nclim","pls",2.16265287399292,26.3546987533569,2.08354139328003,0.334648001194,0.354676398634911,0.310676002502441
"175",6.25,-74.75,"nclim_pls","nclim","pls",2.15581307411194,26.2986751556396,2.08757131099701,0.332139098644257,0.356750500202179,0.311110597848892
"176",6.75,-74.75,"nclim_pls","nclim","pls",2.15966739654541,26.276322555542,2.14618623256683,0.330293199419975,0.355575501918793,0.314131805300713
"177",7.25,-74.75,"nclim_pls","nclim","pls",2.18325629234314,26.1562864303589,2.25542159080505,0.32472560107708,0.355780899524689,0.31949380338192
"178",7.75,-74.75,"nclim_pls","nclim","pls",2.29737501144409,25.6891317367554,2.42798528671265,0.315290194749832,0.356604000926018,0.328105500340462
"179",8.25,-74.75,"nclim_pls","nclim","pls",2.54048120975494,25.437148475647,2.69830169677734,0.310522195696831,0.347306600213051,0.342171296477318
"180",8.75,-74.75,"nclim_pls","nclim","pls",2.18358528614044,26.1684062957764,2.21379511356354,0.324089998006821,0.358070501685143,0.317839300632477
"181",9.25,-74.75,"nclim_pls","nclim","pls",2.21647970676422,26.1414873123169,2.24357089996338,0.321613299846649,0.359550204873085,0.318836602568626
"182",9.75,-74.75,"nclim_pls","nclim","pls",2.17531340122223,26.2337610244751,2.16686639785767,0.323222699761391,0.360869598388672,0.315907600522041
"183",10.25,-74.75,"nclim_pls","nclim","pls",2.14291319847107,26.3420782089233,2.05689527988434,0.329545098543167,0.36042600274086,0.310028797388077
"184",10.75,-74.75,"nclim_pls","nclim","pls",2.15553958415985,26.2934762954712,2.08778268098831,0.324708101153374,0.363304302096367,0.311987501382828
